name,genre,director,country,year
Аванпост (фильм),"фильм-триллер, научно-фантастический фильм, боевик, антиутопический фильм","Баранов, Егор Геннадьевич",Россия,2019
"Авалон (фильм, 2001)","фантастика, триллер, драма, киберпанк",Мамору Осии,"Япония, Польша",2001
"Авансцена (фильм, 1991)","драма, биография",Стэнли Кван,Гонконг,1991
Аванти пополо,военная драма,Рафи Букай,Израиль,1986
Авангард: Арктические волки,боевик,Стэнли Тонг,Китай,2020
Авантюрист (фильм),"драма, приключенческий фильм",Чжан Пэйчэн,Китайская Республика,1976
Аванти! (фильм),комедия,Билли Уайлдер,"США, Италия",1972
"Авантюра (фильм, 1995)","комедия, шпионский фильм",Виталий Макаров,"Россия, Украина",1995
"Авантюристы (фильм, 1951)",приключенческий фильм,Дэвид Макдональд,Великобритания,1951
"Авантюристы (фильм, 1984)","драма, комедия, боевик, военный, приключения",Анри Вернёй,Франция,1984
"Авантюристы (фильм, 2014)",приключения,Константин Буслов,Россия,2014
Аварийный выход (фильм),комедия,Роман Залуски,Польша,1982
Авария — дочь мента,драма,Михаил Туманишвили,СССР,1989
